Mod:Item:MetaData, Localized Name
DCsAppleMilk:defeatedcrow.cocktail2:3, 螺丝刀（一种鸡尾酒）
DCsAppleMilk:defeatedcrow.cocktail2:4, 教父鸡尾酒
DCsAppleMilk:defeatedcrow.cocktail2:5, 汤姆和杰瑞（一种鸡尾酒）
DCsAppleMilk:defeatedcrow.cocktail2:6, 亚历山大(一种鸡尾酒）
DCsAppleMilk:defeatedcrow.cocktail2:7, 祖母酒
DCsAppleMilk:defeatedcrow.cocktail2:8, 安摩拉多奶茶
DCsAppleMilk:defeatedcrow.cocktail2:9, 雪中萨罗诺
DCsAppleMilk:defeatedcrow.cocktailSP:0, Russian Ballet
DCsAppleMilk:defeatedcrow.cocktailSP:1, Rum Flip
DCsAppleMilk:defeatedcrow.cocktailSP:2, Denki-Bran
DCsAppleMilk:defeatedcrow.blockVegiOil, tile.defeatedcrow.blockVegiOil.name
DCsAppleMilk:defeatedcrow.blockCamOil, tile.defeatedcrow.blockCamOil.name
appliedenergistics2:tile.OreQuartz, 赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged, 充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame, 矩阵框架
appliedenergistics2:tile.BlockQuartz, 赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar, 赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled, 錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass, 石英玻璃
appliedenergistics2:tile.BlockQuartzLamp, 聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch, 充能石英火把
appliedenergistics2:tile.BlockFluix, 福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone:0, 陨石
appliedenergistics2:tile.BlockSkyStone:1, 陨石块
appliedenergistics2:tile.BlockSkyStone:2, 陨石石砖
appliedenergistics2:tile.BlockSkyStone:3, 陨石砖块
minecraft:iron_shovel, 铁锹
minecraft:iron_pickaxe, 铁镐
minecraft:iron_axe, 铁斧
minecraft:flint_and_steel, 打火石
minecraft:apple, 苹果
minecraft:bow, 弓
minecraft:arrow, 箭
minecraft:coal:0, 煤炭
minecraft:coal:1, 木炭
minecraft:diamond, 钻石
minecraft:iron_ingot, 铁锭
minecraft:gold_ingot, 金锭
minecraft:iron_sword, 铁剑
minecraft:wooden_sword, 木剑
minecraft:wooden_shovel, 木锹
minecraft:wooden_pickaxe, 木镐
minecraft:wooden_axe, 木斧
minecraft:stone_sword, 石剑
minecraft:stone_shovel, 石锹
minecraft:stone_pickaxe, 石镐
minecraft:stone_axe, 石斧
minecraft:diamond_sword, 钻石剑
minecraft:diamond_shovel, 钻石锹
minecraft:diamond_pickaxe, 钻石镐
minecraft:diamond_axe, 钻石斧
minecraft:stick, 木棍
minecraft:bowl, 碗
minecraft:mushroom_stew, 蘑菇煲
minecraft:golden_sword, 金剑
minecraft:golden_shovel, 金锹
minecraft:golden_pickaxe, 金镐
minecraft:golden_axe, 金斧
minecraft:string, 线
minecraft:feather, 羽毛
minecraft:gunpowder, 火药
minecraft:wooden_hoe, 木锄
minecraft:stone_hoe, 石锄
minecraft:iron_hoe, 铁锄
minecraft:diamond_hoe, 钻石锄
minecraft:golden_hoe, 金锄
minecraft:wheat_seeds, 小麦种子
minecraft:wheat, 小麦
minecraft:bread, 面包
minecraft:leather_helmet, 皮革帽子
minecraft:leather_chestplate, 皮革外套
minecraft:leather_leggings, 皮革裤子
minecraft:leather_boots, 皮革靴子
minecraft:chainmail_helmet, 锁链头盔
minecraft:chainmail_chestplate, 锁链胸甲
minecraft:chainmail_leggings, 锁链护腿
minecraft:chainmail_boots, 锁链靴子
minecraft:iron_helmet, 铁头盔
minecraft:iron_chestplate, 铁胸甲
minecraft:iron_leggings, 铁护腿
minecraft:iron_boots, 铁靴子
minecraft:diamond_helmet, 钻石头盔
minecraft:diamond_chestplate, 钻石胸甲
minecraft:diamond_leggings, 钻石护腿
minecraft:diamond_boots, 钻石靴子
minecraft:golden_helmet, 金头盔
minecraft:golden_chestplate, 金胸甲
minecraft:golden_leggings, 金护腿
minecraft:golden_boots, 金靴子
minecraft:flint, 燧石
minecraft:porkchop, 生猪排
minecraft:cooked_porkchop, 熟猪排
minecraft:painting, 画
minecraft:golden_apple:0, 金苹果
minecraft:golden_apple:1, 金苹果
minecraft:sign, 告示牌
minecraft:wooden_door, 木门
minecraft:bucket, 桶
minecraft:water_bucket, 水桶
minecraft:lava_bucket, 岩浆桶
minecraft:minecart, 矿车
minecraft:saddle, 鞍
minecraft:iron_door, 铁门
minecraft:redstone, 红石
minecraft:snowball, 雪球
minecraft:boat, 船
minecraft:leather, 皮革
minecraft:milk_bucket, 牛奶
minecraft:brick, 红砖
minecraft:clay_ball, 粘土
minecraft:reeds, 甘蔗
minecraft:paper, 纸
minecraft:book, 书
minecraft:slime_ball, 粘液球
minecraft:chest_minecart, 箱子车
minecraft:furnace_minecart, 熔炉车
minecraft:egg, 鸡蛋
minecraft:compass, 指南针
minecraft:fishing_rod, 钓鱼竿
minecraft:clock, 钟
minecraft:glowstone_dust, 萤石粉
minecraft:fish:0, 生鱼
minecraft:fish:1, 生鲑鱼
minecraft:fish:2, 小丑鱼
minecraft:fish:3, 河豚
minecraft:cooked_fished:0, 熟鱼
minecraft:cooked_fished:1, 熟鲑鱼
minecraft:dye:0, 墨囊
minecraft:dye:1, 玫瑰红
minecraft:dye:2, 仙人掌绿
minecraft:dye:3, 可可豆
minecraft:dye:4, 青金石
minecraft:dye:5, 紫色染料
minecraft:dye:6, 青色染料
minecraft:dye:7, 淡灰色染料
minecraft:dye:8, 灰色染料
minecraft:dye:9, 粉红色染料
minecraft:dye:10, 黄绿色染料
minecraft:dye:11, 蒲公英黄
minecraft:dye:12, 淡蓝色染料
minecraft:dye:13, 品红色染料
minecraft:dye:14, 橙色染料
minecraft:dye:15, 骨粉
minecraft:bone, 骨头
minecraft:sugar, 糖
minecraft:cake, 蛋糕
minecraft:bed, 床
minecraft:repeater, 红石中继器
minecraft:cookie, 曲奇
minecraft:filled_map:0, 地图
minecraft:shears, 剪刀
minecraft:melon, 西瓜
minecraft:pumpkin_seeds, 南瓜种子
minecraft:melon_seeds, 西瓜种子
minecraft:beef, 生牛肉
minecraft:cooked_beef, 牛排
minecraft:chicken, 生鸡肉
minecraft:cooked_chicken, 熟鸡肉
minecraft:rotten_flesh, 腐肉
minecraft:ender_pearl, 末影珍珠
minecraft:blaze_rod, 烈焰棒
minecraft:ghast_tear, 恶魂之泪
minecraft:gold_nugget, 金粒
minecraft:nether_wart, 地狱疣
minecraft:potion:0, 水瓶
minecraft:potion:8193, 再生药水
minecraft:potion:8225, 再生药水
minecraft:potion:8257, 再生药水
minecraft:potion:16385, 喷溅型 再生药水
minecraft:potion:16417, 喷溅型 再生药水
minecraft:potion:16449, 喷溅型 再生药水
minecraft:potion:8194, 迅捷药水
minecraft:potion:8226, 迅捷药水
minecraft:potion:8258, 迅捷药水
minecraft:potion:16386, 喷溅型 迅捷药水
minecraft:potion:16418, 喷溅型 迅捷药水
minecraft:potion:16450, 喷溅型 迅捷药水
minecraft:potion:8227, 抗火药水
minecraft:potion:8259, 抗火药水
minecraft:potion:16419, 喷溅型 抗火药水
minecraft:potion:16451, 喷溅型 抗火药水
minecraft:potion:8196, 剧毒药水
minecraft:potion:8228, 剧毒药水
minecraft:potion:8260, 剧毒药水
minecraft:potion:16388, 喷溅型 剧毒药水
minecraft:potion:16420, 喷溅型 剧毒药水
minecraft:potion:16452, 喷溅型 剧毒药水
minecraft:potion:8261, 治疗药水
minecraft:potion:8229, 治疗药水
minecraft:potion:16453, 喷溅型 治疗药水
minecraft:potion:16421, 喷溅型 治疗药水
minecraft:potion:8230, 夜视药水
minecraft:potion:8262, 夜视药水
minecraft:potion:16422, 喷溅型 夜视药水
minecraft:potion:16454, 喷溅型 夜视药水
minecraft:potion:8232, 虚弱药水
minecraft:potion:8264, 虚弱药水
minecraft:potion:16424, 喷溅型 虚弱药水
minecraft:potion:16456, 喷溅型 虚弱药水
minecraft:potion:8201, 力量药水
minecraft:potion:8233, 力量药水
minecraft:potion:8265, 力量药水
minecraft:potion:16393, 喷溅型 力量药水
minecraft:potion:16425, 喷溅型 力量药水
minecraft:potion:16457, 喷溅型 力量药水
minecraft:potion:8234, 迟缓药水
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT车
minecraft:hopper_minecart, 漏斗车
appliedenergistics2:tile.BlockSkyChest:0, 陨石箱子
appliedenergistics2:tile.BlockSkyChest:1, 陨石块箱子
appliedenergistics2:tile.BlockSkyCompass, 陨石罗盘
appliedenergistics2:tile.BlockGrinder, 石英磨具
appliedenergistics2:tile.BlockCrank, 木质曲柄
appliedenergistics2:tile.BlockInscriber, 压印器
appliedenergistics2:tile.BlockWireless, ME无线访问点
appliedenergistics2:tile.BlockCharger, 充能器
appliedenergistics2:tile.BlockTinyTNT, 迷你TNT
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
appliedenergistics2:tile.BlockSecurity, ME安全终端
appliedenergistics2:tile.BlockQuantumRing, ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber, ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon, 空间塔
appliedenergistics2:tile.BlockSpatialIOPort, 空间IO端口
appliedenergistics2:tile.BlockCableBus, AE2线缆和(或)总线
appliedenergistics2:tile.BlockController, ME控制器
appliedenergistics2:tile.BlockDrive, ME驱动器
appliedenergistics2:tile.BlockChest, ME箱子
appliedenergistics2:tile.BlockInterface, ME接口
appliedenergistics2:tile.BlockCellWorkbench, 元件工作台
appliedenergistics2:tile.BlockIOPort, ME-IO端口
appliedenergistics2:tile.BlockCondenser, 物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor, 能源接收器
appliedenergistics2:tile.BlockVibrationChamber, 谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, 晶体催生器
appliedenergistics2:tile.BlockEnergyCell, 能源元件
appliedenergistics2:tile.BlockDenseEnergyCell, 致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell, 创造能源元件
appliedenergistics2:tile.BlockCraftingUnit:0, 合成单元
appliedenergistics2:tile.BlockCraftingUnit:1, 并行处理单元
appliedenergistics2:tile.BlockCraftingStorage:0, 1k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:1, 4k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:2, 16k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:3, 64k合成存储器
appliedenergistics2:tile.BlockCraftingMonitor:0, 合成监控器
appliedenergistics2:tile.BlockMolecularAssembler, 分子装配室
appliedenergistics2:tile.BlockLightDetector, 光亮探测器
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, 陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock, 陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock, 陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, 陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock, 福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock, 赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock, 錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock, 竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock:0, 陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, 陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, 陨石砖块台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, 陨石砖块台阶
appliedenergistics2:tile.FluixSlabBlock:0, 福鲁伊克斯台阶
appliedenergistics2:tile.FluixSlabBlock.double:0, 福鲁伊克斯台阶
appliedenergistics2:tile.QuartzSlabBlock:0, 赛特斯石英台阶
appliedenergistics2:tile.QuartzSlabBlock.double:0, 赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock:0, 竖纹赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, 竖纹赛特斯石英台阶
BambooMod:bamboo, 竹
BambooMod:bamboosingle, tile.bamboosingle.name
BambooMod:bamboo2, Bamboo
BambooMod:blockbambooshoot, 竹笋
BambooMod:singleTexDeco:0, 竹方块
BambooMod:kitunebi, 狐火
BambooMod:jpChest, 日式衣柜
BambooMod:dirSquare:0, 叠席
BambooMod:dirSquare:4, 茅草方块
BambooMod:dirSquare:8, 叠席(泛黄)
BambooMod:dirSquare:10, 没有边缘的叠席(泛黄)
BambooMod:dirSquare:12, 没有边缘的叠席
BambooMod:halfDirSquare:0, 叠席台阶
BambooMod:halfDirSquare:4, 茅草台阶
BambooMod:halfDirSquare:8, 叠席台阶(泛黄)
BambooMod:halfDirSquare:10, 没有边缘的叠席台阶(泛黄)
BambooMod:halfDirSquare:12, 没有边缘的叠席台阶
BambooMod:andon, 灯笼
BambooMod:bambooPanel:0, 竹篱笆
BambooMod:bambooPanel:1, 楣窗
BambooMod:bambooPanel:2, 竹篱笆
BambooMod:bambooPanel:3, 竹篱笆
BambooMod:bambooPanel:4, 门帘(蓝)
BambooMod:bambooPanel:5, 门帘(紫)
BambooMod:bambooPanel:6, 竹帘
BambooMod:sakuraLeaves:0, 樱花
BambooMod:sakuraLeaves:1, 樱花
BambooMod:sakuraLeaves:2, 樱花
BambooMod:sakuraLeaves:3, 樱花
BambooMod:sakuraLeaves:4, 樱花
BambooMod:sakuraLeaves:5, 樱花
BambooMod:sakuraLeaves:6, 樱花
BambooMod:sakuraLeaves:7, 樱花
BambooMod:sakuraLeaves:8, 樱花
BambooMod:sakuraLeaves:9, 樱花
BambooMod:sakuraLeaves:10, 樱花
BambooMod:sakuraLeaves:11, 樱花
BambooMod:sakuraLeaves:12, 樱花
BambooMod:sakuraLeaves:13, 樱花
BambooMod:sakuraLeaves:14, 樱花
BambooMod:sakuraLeaves:15, 樱花
BambooMod:sakuraSapling, 樱树苗 
BambooMod:kayabukiRoof, 茅草楼梯
BambooMod:spaWater, 温泉水
BambooMod:spaUnit, 温泉器 
BambooMod:sakuraLog, 樱木
BambooMod:delude_width, 模仿台阶
BambooMod:delude_height, 模仿台阶垂直
BambooMod:delude_stair, 模仿楼梯
BambooMod:campfire, 营火
BambooMod:deco:0, 灰泥
BambooMod:deco:1, 菱纹墙
BambooMod:deco:2, 方格花纹(橡)
BambooMod:deco:3, 方格花纹(松)
BambooMod:deco:4, 方格花纹(白桦)
BambooMod:deco:5, 瓦方块
BambooMod:halfDeco:0, 灰泥台阶
BambooMod:halfDeco:1, 菱纹墙台阶
BambooMod:halfDeco:2, 方格花纹台阶(橡)
BambooMod:halfDeco:3, 方格花纹台阶(松)
BambooMod:halfDeco:4, 方格花纹台阶(白桦)
BambooMod:halfDeco:5, 瓦台阶
BambooMod:twoDirDeco:0, 百叶窗板
BambooMod:twoDirDeco:2, 樱木板
BambooMod:twoDirDeco:4, 秸秆方块
BambooMod:halfTwoDirDeco:0, 瓦楼梯
BambooMod:halfTwoDirDeco:2, 樱木台阶
BambooMod:halfTwoDirDeco:4, 秸秆台阶
BambooMod:kawara_stair, 瓦楼梯
BambooMod:wara_stair, 秸秆楼梯
BambooMod:decoCarpet:0, 草席
BambooMod:decoCarpet:2, 茅草地毯
BambooMod:decoCarpet:4, 草席(泛黄)
BambooMod:decoCarpet:6, 没有边缘的草席(泛黄)
BambooMod:decoCarpet:8, 没有边缘的草席
BambooMod:thickSakuraPillar, 樱木支柱(粗)
BambooMod:thinSakuraPillar, 樱木支柱(细)
BambooMod:thickOrcPillar, 橡木支柱(粗)
BambooMod:thinOrcPillar, 橡木支柱(细)
BambooMod:thickSprucePillar, 松支柱(粗)
BambooMod:thinSprucePillar, 松支柱(细)
BambooMod:thickBirchPillar, 白桦支柱(粗)
BambooMod:thinBirchPillar, 白桦支柱(细)
BambooMod:delude_plate, 模仿压力板
BambooMod:ricePlant, RicePlant
BambooMod:bambooMillStone, 石磨
BambooMod:bambooMoss, 藓苔方块
BambooMod:bambooMultiPot, 小花盆
BambooMod:blobkbroom:0, 帚目(直线)
BambooMod:blobkbroom:1, 帚目(曲线)
BambooMod:bamboohuton, tile.bamboohuton.name
BambooMod:bamboomultiblock:2, 缩小范围2x
BambooMod:bamboomultiblock:3, 缩小范围3x
BambooMod:bamboomultiblock:4, 缩小范围4x
BambooMod:bamboomultiblock:5, 缩小范围5x
BambooMod:alphamultiblock:2, MiniBlock(Alpha)2x
BambooMod:alphamultiblock:3, MiniBlock(Alpha)3x
BambooMod:alphamultiblock:4, MiniBlock(Alpha)4x
BambooMod:alphamultiblock:5, MiniBlock(Alpha)5x
BambooMod:sakuracarpet:0, SakuraCarpet
BambooMod:sakuracarpet:1, SakuraCarpet
BambooMod:sakuracarpet:2, SakuraCarpet
BambooMod:decoPlaster:0, DecoPlaster(I)
BambooMod:decoCurvePlaster:0, DecoPlaster(L)
BambooMod:decoDCurvePlaster:0, DecoPlaster(D)
BambooMod:seaweed, SeaWeed
BambooMod:beanPlant, BeanPlant
BambooMod:tomatoPlant, TomatoPlant
BambooMod:villagerBlock, VillagerBlock
BambooMod:crossLamp:0, Bonfire
BambooMod:crossLamp:1, Lampstand
BambooMod:bambooLiangThick:0, 梁
BambooMod:bambooLiangVLogThick:0, 梁
BambooMod:bambooLiangVLogThick:1, 梁
BambooMod:bambooLiangVLogThick:2, 梁
BambooMod:bambooLiangVLogThick:3, 梁
BambooMod:bambooLiangVLog2Thick:0, 梁
BambooMod:bambooLiangVLog2Thick:1, 梁
BambooMod:bambooLiangVWoodThick:0, 梁
BambooMod:bambooLiangVWoodThick:1, 梁
BambooMod:bambooLiangVWoodThick:2, 梁
BambooMod:bambooLiangVWoodThick:3, 梁
BambooMod:bambooLiangVWoodThick:4, 梁
BambooMod:bambooLiangVWoodThick:5, 梁
BambooMod:bambooLiangThin:0, 梁
BambooMod:bambooLiangVLogThin:0, 梁
BambooMod:bambooLiangVLogThin:1, 梁
BambooMod:bambooLiangVLogThin:2, 梁
BambooMod:bambooLiangVLogThin:3, 梁
BambooMod:bambooLiangVLog2Thin:0, 梁
BambooMod:bambooLiangVLog2Thin:1, 梁
BambooMod:bambooLiangVWoodThin:0, 梁
BambooMod:bambooLiangVWoodThin:1, 梁
BambooMod:bambooLiangVWoodThin:2, 梁
BambooMod:bambooLiangVWoodThin:3, 梁
BambooMod:bambooLiangVWoodThin:4, 梁
BambooMod:bambooLiangVWoodThin:5, 梁
BambooMod:maneki, 招财猫
BiblioCraft:tile.BiblioFramedChest:0, 镶框箱子
BiblioCraft:BiblioPaneler:0, 橡木家具板材机
BiblioCraft:BiblioPaneler:1, 云杉家具板材机
BiblioCraft:BiblioPaneler:2, 桦木家具板材机
BiblioCraft:BiblioPaneler:3, 丛林木家具板材机
BiblioCraft:BiblioPaneler:4, 金合欢家具板材机
BiblioCraft:BiblioPaneler:5, 深色橡木家具板材机
BiblioCraft:BiblioPaneler:6, 镶框家具板材机
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, 白色打字机
BiblioCraft:BiblioTypewriter:1, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:2, 灰色打字机
BiblioCraft:BiblioTypewriter:3, 黑色打字机
BiblioCraft:BiblioTypewriter:4, 红色打字机
BiblioCraft:BiblioTypewriter:5, 橙色打字机
BiblioCraft:BiblioTypewriter:6, 黄色打字机
BiblioCraft:BiblioTypewriter:7, 柠檬色打字机
BiblioCraft:BiblioTypewriter:8, 绿色打字机
BiblioCraft:BiblioTypewriter:9, 青色打字机
BiblioCraft:BiblioTypewriter:10, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:11, 蓝色打字机
BiblioCraft:BiblioTypewriter:12, 紫色打字机
BiblioCraft:BiblioTypewriter:13, 品红色打字机
BiblioCraft:BiblioTypewriter:14, 粉色打字机
BiblioCraft:BiblioTypewriter:15, 棕色打字机
BiblioCraft:BiblioClock:0, 橡木时钟
BiblioCraft:BiblioClock:1, 云杉时钟
BiblioCraft:BiblioClock:2, 桦木时钟
BiblioCraft:BiblioClock:3, 丛林木时钟
BiblioCraft:BiblioClock:4, 金合欢时钟
BiblioCraft:BiblioClock:5, 深色橡木时钟
BiblioCraft:BiblioClock:6, 镶框钟
BiblioCraft:BiblioFlatPainting:0, 橡木画框
BiblioCraft:BiblioFlatPainting:1, 云杉画框
BiblioCraft:BiblioFlatPainting:2, 桦木画框
BiblioCraft:BiblioFlatPainting:3, 丛林木画框
BiblioCraft:BiblioFlatPainting:4, 金合欢画框
BiblioCraft:BiblioFlatPainting:5, 深色橡木画框
BiblioCraft:BiblioFlatPainting:6, 镶框画框
BiblioCraft:BiblioSimplePainting:0, 橡木画框
BiblioCraft:BiblioSimplePainting:1, 云杉画框
BiblioCraft:BiblioSimplePainting:2, 桦木画框
BiblioCraft:BiblioSimplePainting:3, 丛林木画框
BiblioCraft:BiblioSimplePainting:4, 金合欢画框
BiblioCraft:BiblioSimplePainting:5, 深色橡木画框
BiblioCraft:BiblioSimplePainting:6, 镶框画框
